mouse_num,dob,injection_date,death_date,tumor_noticed,behavior_noticed,strain,virus,src,age_death_capped,genes_ko
25088,2020-10-20,2020-10-20,2021-03-19,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25089,2020-10-20,2020-10-20,2021-03-19,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25090,2020-10-20,2020-10-20,2021-03-19,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25091,2020-10-20,2020-10-20,2021-03-19,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25092,2020-10-20,2020-10-20,2021-03-19,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25214,2020-11-05,2020-11-05,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx wt
25215,2020-11-05,2020-11-05,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx wt
25216,2020-11-05,2020-11-05,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx wt
25217,2020-11-05,2020-11-06,2021-01-17,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RH,72,nf1 wt;pten KO;ink KO;atrx wt
25218,2020-11-05,2020-11-05,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx wt
25219,2020-11-05,2020-11-06,2021-01-20,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RH,75,nf1 wt;pten KO;ink KO;atrx wt
25220,2020-11-05,2020-11-05,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx wt
25221,2020-11-05,2020-11-05,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx wt
25238,2020-11-06,2020-11-06,2021-03-03,2021-02-03,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,117,nf1 wt;pten KO;ink KO;atrx KO
25239,2020-11-06,2020-11-06,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25240,2020-11-06,2020-11-06,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25241,2020-11-06,2020-11-06,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25242,2020-11-06,2020-11-06,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25258,2020-11-06,2020-11-09,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25259,2020-11-06,2020-11-09,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25260,2020-11-06,2020-11-09,2021-02-01,2021-01-20,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RH,84,nf1 wt;pten KO;ink KO;atrx KO
25261,2020-11-06,2020-11-09,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25262,2020-11-06,2020-11-09,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25263,2020-11-06,2020-11-09,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25264,2020-11-06,2020-11-09,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25266,2020-11-07,2020-11-09,2021-04-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx wt
25267,2020-11-07,2020-11-09,2021-04-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx wt
25268,2020-11-07,2020-11-09,2021-04-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx wt
25269,2020-11-07,2020-11-09,2021-04-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx wt
25270,2020-11-07,2020-11-09,2020-12-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RH,26,nf1 wt;pten KO;ink KO;atrx wt
25271,2020-11-07,2020-11-09,2021-04-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx wt
25272,2020-11-07,2020-11-09,2021-04-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx wt
25274,2020-11-07,2020-11-09,2021-04-06,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx wt
25304,2020-11-10,2020-11-11,2021-04-09,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx wt
25305,2020-11-10,2020-11-11,2021-04-09,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx wt
25307,2020-11-10,2020-11-11,2021-04-09,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx wt
25308,2020-11-10,2020-11-11,2021-04-09,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx wt
25309,2020-11-10,2020-11-11,2021-04-09,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx wt
25310,2020-11-10,2020-11-11,2021-04-09,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx wt
25328,2020-11-13,2020-11-13,2021-04-12,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25499,2020-12-02,2020-12-03,2021-01-01,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,29,nf1 KO;pten KO;ink KO;atrx KO
25500,2020-12-02,2020-12-03,2021-01-01,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,29,nf1 KO;pten KO;ink KO;atrx KO
25501,2020-12-02,2020-12-03,2021-04-07,2021-03-15,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,125,nf1 KO;pten KO;ink KO;atrx KO
25502,2020-12-02,2020-12-03,2021-01-01,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,29,nf1 KO;pten KO;ink KO;atrx KO
25503,2020-12-02,2020-12-03,2021-03-04,2021-03-04,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,91,nf1 KO;pten KO;ink KO;atrx KO
25504,2020-12-02,2020-12-03,2021-02-01,2021-01-29,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,60,nf1 KO;pten KO;ink KO;atrx KO
25505,2020-12-02,2020-12-03,2021-03-04,NA,2021-02-19,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,91,nf1 KO;pten KO;ink KO;atrx KO
25548,2020-12-04,2020-12-04,2021-05-10,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25549,2020-12-04,2020-12-04,2021-05-10,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25550,2020-12-04,2020-12-04,2021-05-10,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25595,2020-12-09,2020-12-10,2021-05-10,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25596,2020-12-09,2020-12-10,2021-05-10,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25597,2020-12-09,2020-12-10,2021-05-10,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25598,2020-12-09,2020-12-10,2021-05-10,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25687,2020-12-19,2020-12-22,2021-05-20,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,300,nf1 KO;pten KO;ink KO;atrx wt
25688,2020-12-19,2020-12-22,2021-05-20,2021-05-19,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,300,nf1 KO;pten KO;ink KO;atrx wt
25689,2020-12-19,2020-12-22,2021-02-10,NA,2021-02-09,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,50,nf1 KO;pten KO;ink KO;atrx wt
25690,2020-12-19,2020-12-22,2021-04-13,NA,2021-04-07,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,112,nf1 KO;pten KO;ink KO;atrx wt
25691,2020-12-19,2020-12-22,2021-04-07,NA,2021-04-07,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,106,nf1 KO;pten KO;ink KO;atrx wt
25692,2020-12-19,2020-12-22,2021-04-12,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,111,nf1 KO;pten KO;ink KO;atrx wt
25693,2020-12-19,2020-12-22,2021-03-22,NA,2021-03-22,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,90,nf1 KO;pten KO;ink KO;atrx wt
25694,2020-12-19,2020-12-22,2021-04-09,NA,2021-04-07,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,108,nf1 KO;pten KO;ink KO;atrx wt
25695,2020-12-19,2020-12-22,2021-03-29,NA,2021-03-15,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,97,nf1 KO;pten KO;ink KO;atrx wt
25741,2020-12-26,2020-12-28,2021-05-21,NA,2021-05-21,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,144,nf1 KO;pten KO;ink KO;atrx wt
25742,2020-12-26,2020-12-28,2021-04-05,NA,2021-04-05,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,98,nf1 KO;pten KO;ink KO;atrx wt
25743,2020-12-26,2020-12-28,2021-03-17,2021-02-11,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,79,nf1 KO;pten KO;ink KO;atrx wt
25744,2020-12-26,2020-12-28,2021-03-26,NA,2021-03-26,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,88,nf1 KO;pten KO;ink KO;atrx wt
25745,2020-12-26,2020-12-28,2021-04-12,NA,2021-04-12,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,105,nf1 KO;pten KO;ink KO;atrx wt
25746,2020-12-26,2020-12-28,2021-03-03,NA,2021-03-03,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,65,nf1 KO;pten KO;ink KO;atrx wt
25747,2020-12-26,2020-12-28,2021-04-15,NA,2021-04-12,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,108,nf1 KO;pten KO;ink KO;atrx wt
25748,2020-12-26,2020-12-28,2021-05-10,NA,2021-05-10,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,133,nf1 KO;pten KO;ink KO;atrx wt
25763,2020-12-28,2020-12-28,2021-03-14,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,76,nf1 KO;pten KO;ink KO;atrx wt
25764,2020-12-28,2020-12-28,2021-04-02,NA,2021-03-31,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,95,nf1 KO;pten KO;ink KO;atrx wt
25765,2020-12-28,2020-12-28,2021-03-24,NA,2021-03-24,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,86,nf1 KO;pten KO;ink KO;atrx wt
25766,2020-12-28,2020-12-28,2021-03-03,2021-01-29,2021-03-03,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,65,nf1 KO;pten KO;ink KO;atrx wt
25767,2020-12-28,2020-12-28,2021-03-17,NA,2021-03-17,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,79,nf1 KO;pten KO;ink KO;atrx wt
25782,2020-12-29,2020-12-29,2021-05-28,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25783,2020-12-29,2020-12-29,2021-05-28,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25784,2020-12-29,2020-12-29,2021-05-28,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25785,2020-12-29,2020-12-29,2021-05-28,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25786,2020-12-29,2020-12-30,2021-01-27,2021-01-26,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RH,28,nf1 wt;pten KO;ink KO;atrx KO
25787,2020-12-29,2020-12-29,2021-05-28,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
25788,2020-12-29,2020-12-29,2021-05-28,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre,RE,300,nf1 wt;pten KO;ink KO;atrx KO
26007,2021-01-20,2021-01-22,2021-04-13,NA,2021-04-13,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,81,nf1 KO;pten KO;ink KO;atrx wt
26008,2021-01-20,2021-01-22,2021-06-08,NA,2021-06-08,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,137,nf1 KO;pten KO;ink KO;atrx wt
26009,2021-01-20,2021-01-22,2021-03-30,2021-03-15,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,67,nf1 KO;pten KO;ink KO;atrx wt
26010,2021-01-20,2021-01-22,2021-04-13,NA,2021-04-13,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,81,nf1 KO;pten KO;ink KO;atrx wt
26011,2021-01-20,2021-01-22,2021-03-26,2021-03-15,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,63,nf1 KO;pten KO;ink KO;atrx wt
26012,2021-01-20,2021-01-22,2021-04-30,NA,2021-04-30,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,98,nf1 KO;pten KO;ink KO;atrx wt
26013,2021-01-20,2021-01-22,2021-04-13,NA,2021-04-12,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,81,nf1 KO;pten KO;ink KO;atrx wt
26014,2021-01-20,2021-01-22,2021-04-12,NA,2021-04-12,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,80,nf1 KO;pten KO;ink KO;atrx wt
26022,2021-01-20,2021-01-22,2021-04-01,2021-03-15,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,69,nf1 KO;pten KO;ink KO;atrx wt
26023,2021-01-20,2021-01-22,2021-05-10,2021-04-23,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,108,nf1 KO;pten KO;ink KO;atrx wt
26024,2021-01-20,2021-01-22,2021-03-17,2021-02-22,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,54,nf1 KO;pten KO;ink KO;atrx KO
26037,2021-01-24,2021-01-26,2021-04-01,2021-03-18,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RE,65,nf1 KO;pten KO;ink KO;atrx wt
26038,2021-01-24,2021-01-26,2021-04-13,NA,2021-04-13,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,77,nf1 KO;pten KO;ink KO;atrx wt
26039,2021-01-24,2021-01-26,2021-04-05,NA,2021-04-02,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,69,nf1 KO;pten KO;ink KO;atrx wt
26040,2021-01-24,2021-01-26,2021-04-22,NA,2021-04-16,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,86,nf1 KO;pten KO;ink KO;atrx wt
26061,2021-01-24,2021-01-26,2021-05-05,NA,2021-05-05,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,99,nf1 KO;pten KO;ink KO;atrx wt
26062,2021-01-24,2021-01-26,2021-04-26,2021-04-23,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,90,nf1 KO;pten KO;ink KO;atrx wt
26063,2021-01-24,2021-01-26,2021-04-26,NA,2021-04-26,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,90,nf1 KO;pten KO;ink KO;atrx wt
26064,2021-01-24,2021-01-26,2021-03-18,2021-03-10,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,51,nf1 KO;pten KO;ink KO;atrx wt
26065,2021-01-24,2021-01-26,2021-04-26,2021-04-15,2021-04-26,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,90,nf1 KO;pten KO;ink KO;atrx wt
26066,2021-01-24,2021-01-26,2021-04-26,2021-04-26,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,90,nf1 KO;pten KO;ink KO;atrx wt
26067,2021-01-24,2021-01-26,2021-05-05,NA,2021-05-05,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,99,nf1 KO;pten KO;ink KO;atrx wt
26068,2021-01-24,2021-01-26,2021-05-14,NA,2021-05-14,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,108,nf1 KO;pten KO;ink KO;atrx wt
26069,2021-01-24,2021-01-26,2021-06-14,2021-06-09,2021-06-11,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,139,nf1 KO;pten KO;ink KO;atrx wt
26137,2021-01-31,2021-02-02,2021-04-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,62,nf1 KO;pten KO;ink KO;atrx wt
